index,producer->batch_size,producer->linger_ms,producer->compression_type,producer->topics,consumer->fetch_wait_max_ms
3662,257087,11,snappy,10,93
3663,225710,79,snappy,9,442
3664,44015,7,snappy,3,57
3665,116414,29,lz4,2,224
3666,150572,77,lz4,1,149
3667,232221,91,None,2,324
3668,9850,99,gzip,5,464
3669,207204,33,snappy,4,250
3670,177265,21,None,4,371
3671,62148,89,None,10,104
3672,155071,14,lz4,3,233
3673,168940,49,None,3,424
3674,89976,90,gzip,8,384
3675,38029,12,gzip,2,157
3676,133912,97,None,8,496
3677,236629,73,snappy,2,451
3678,7220,10,None,10,137
3679,133093,62,None,8,251
3680,200803,58,gzip,1,167
3681,229776,59,None,10,311
3682,163375,35,lz4,1,437
3683,23885,49,snappy,2,468
3684,128664,33,gzip,1,377
3685,134040,85,lz4,3,189
3686,89952,4,gzip,8,146
3687,207268,48,None,7,219
3688,104934,92,gzip,6,123
3689,13004,5,lz4,6,439
3690,224349,44,None,7,88
3691,220397,18,snappy,7,101
3692,246490,35,lz4,3,132
3693,182761,36,lz4,4,202
3694,239683,31,lz4,4,200
3695,206764,68,lz4,9,69
3696,229635,93,lz4,4,147
3697,43007,54,lz4,9,486
3698,103434,53,lz4,2,255
3699,219618,28,snappy,4,196
3700,30330,42,snappy,5,316
3701,205112,23,snappy,5,163
3702,143842,16,lz4,3,256
3703,110745,50,gzip,5,393
3704,98244,39,snappy,10,293
3705,189878,66,snappy,8,498
3706,214310,100,lz4,1,134
3707,37982,59,lz4,8,328
3708,223880,26,None,6,412
3709,44227,82,lz4,9,225
3710,221134,61,None,10,402
3711,149599,89,snappy,7,26
3712,144892,18,snappy,1,465
3713,96817,90,snappy,3,263
3714,21050,10,gzip,6,16
3715,41285,92,lz4,2,353
3716,176723,15,snappy,5,138
3717,76684,99,lz4,10,451
3718,103081,22,None,4,492
3719,232958,49,snappy,1,254
3720,135536,52,snappy,10,296
3721,847,15,snappy,2,486
3722,125001,19,lz4,8,338
3723,129151,86,snappy,7,162
3724,182895,3,snappy,9,406
3725,36850,57,snappy,8,408
3726,94171,6,lz4,10,438
3727,175133,94,None,7,105
3728,10876,41,gzip,10,366
3729,160789,9,None,8,255
3730,16726,53,None,1,358
3731,110788,99,snappy,7,175
3732,124580,89,None,4,451
3733,66733,57,snappy,7,305
3734,128559,47,snappy,1,92
3735,170305,66,snappy,6,89
3736,122321,56,snappy,1,360
3737,54753,46,gzip,4,195
3738,121470,84,lz4,8,317
3739,182805,66,gzip,10,266
3740,221380,44,gzip,1,469
3741,135849,51,lz4,8,435
3742,231868,12,lz4,6,210
3743,30533,81,gzip,2,436
3744,132374,26,lz4,7,180
3745,17124,22,lz4,6,53
3746,184380,22,snappy,10,171
3747,27043,68,lz4,8,308
3748,119411,58,lz4,5,454
3749,215795,78,None,4,88
3750,138351,2,None,4,273
3751,125188,31,None,3,48
3752,251969,79,None,8,157
3753,59808,33,None,3,271
3754,132007,70,snappy,3,232
3755,254637,92,snappy,9,144
3756,143793,87,gzip,5,67
3757,144363,31,None,5,441
3758,146316,92,gzip,9,295
3759,18034,73,lz4,2,59
3760,22423,20,gzip,6,19
3761,156996,82,gzip,9,176
3762,244691,43,snappy,2,79
3763,69990,37,lz4,3,330
3764,142605,64,snappy,10,428
3765,252909,61,None,2,467
3766,224733,72,gzip,9,49
3767,90520,32,gzip,10,343
3768,227805,39,snappy,5,35
3769,71759,56,snappy,4,287
3770,252473,48,gzip,7,154
3771,45880,98,lz4,3,122
3772,69932,46,gzip,7,428
3773,81772,81,snappy,8,423
3774,86452,53,gzip,1,94
3775,356,38,None,6,50
3776,233659,64,lz4,1,115
3777,35492,62,None,7,299
3778,181439,71,lz4,5,99
3779,89303,30,lz4,8,447
3780,141712,9,snappy,4,476
3781,141348,65,None,5,425
3782,32526,35,lz4,5,22
3783,27966,34,gzip,1,398
3784,185613,46,lz4,3,77
3785,129188,34,None,3,391
3786,34772,100,gzip,10,147
3787,214983,69,snappy,3,198
3788,224791,48,snappy,7,131
3789,105279,16,gzip,8,116
3790,125054,80,None,8,232
3791,15185,93,gzip,5,486
3792,235045,90,gzip,7,2
3793,144938,10,snappy,9,268
3794,253738,1,gzip,6,488
3795,52691,4,None,8,343
3796,72264,77,None,1,478
3797,243258,83,snappy,7,418
3798,244844,52,None,6,228
3799,179489,25,gzip,10,380
3800,151866,93,lz4,10,296
3801,135077,40,gzip,1,115
3802,158272,73,None,2,184
3803,181201,19,None,8,17
3804,213062,80,None,8,127
3805,231389,24,lz4,6,147
3806,169298,26,snappy,10,17
3807,70667,49,lz4,9,61
3808,156571,87,gzip,3,468
3809,231009,5,None,3,225
3810,27577,44,lz4,4,418
3811,123096,8,None,4,471
3812,226862,5,lz4,1,210
3813,240876,60,snappy,7,451
3814,172105,98,None,2,180
3815,31806,23,lz4,4,259
3816,114701,46,snappy,6,396
3817,164818,36,None,9,100
3818,96957,51,None,2,452
3819,194681,74,gzip,1,7
3820,155724,98,snappy,10,488
3821,126826,60,None,3,85
3822,26377,93,gzip,5,445
3823,179288,56,gzip,1,478
3824,4543,78,None,1,239
3825,254289,99,gzip,1,430
3826,102933,58,snappy,6,9
3827,258909,28,snappy,10,401
3828,130239,6,gzip,3,113
3829,105434,10,None,10,18
3830,8879,14,None,7,353
3831,15257,25,lz4,5,481
3832,128778,36,snappy,7,475
3833,200100,56,None,4,176
3834,140474,65,snappy,10,62
3835,141957,46,snappy,5,235
3836,12134,34,gzip,2,451
3837,194211,66,snappy,9,91
3838,74545,33,lz4,7,494
3839,176885,93,gzip,5,471
3840,162484,45,lz4,5,175
3841,13238,43,gzip,8,273
3842,239069,13,gzip,6,352
3843,160964,12,snappy,2,437
3844,223349,99,None,5,15
3845,232064,67,lz4,8,469
3846,93563,18,None,8,126
3847,109268,18,lz4,6,146
3848,205752,84,lz4,10,438
3849,75993,43,None,4,288
3850,45434,41,None,4,28
3851,35808,50,gzip,9,276
3852,68619,12,None,4,102
3853,114494,52,snappy,5,458
3854,10009,89,snappy,3,374
3855,175873,86,gzip,3,76
3856,28081,67,None,1,467
3857,32452,90,gzip,2,269
3858,91568,7,None,2,278
3859,237665,6,lz4,6,329
3860,10153,9,lz4,1,8
3861,182378,15,lz4,4,215
3862,244366,56,gzip,7,290
3863,18158,76,lz4,3,296
3864,57284,25,lz4,10,287
3865,204634,100,snappy,10,131
3866,83508,92,gzip,4,80
3867,76777,60,lz4,2,417
3868,54215,17,gzip,9,251
3869,33088,57,gzip,1,226
3870,43625,43,lz4,6,440
3871,26601,21,None,8,194
3872,260159,63,None,1,331
3873,74998,45,None,1,309
3874,252971,76,snappy,4,401
3875,155096,12,gzip,7,9
3876,56062,65,snappy,3,220
3877,248776,33,lz4,3,109
3878,250980,5,lz4,7,402
3879,54622,63,lz4,9,95
3880,236373,9,None,10,229
3881,122285,86,lz4,1,473
3882,94631,13,gzip,3,204
3883,12524,88,None,2,438
3884,105736,59,lz4,6,114
3885,185704,24,gzip,9,413
3886,18984,93,None,2,311
3887,31567,7,gzip,1,111
3888,227451,28,gzip,3,81
3889,186748,88,snappy,5,80
3890,141167,37,snappy,9,449
3891,74605,9,snappy,10,303
3892,199522,83,lz4,5,84
3893,170233,32,snappy,1,140
3894,75363,5,snappy,10,410
3895,177873,81,lz4,2,71
3896,88762,14,gzip,8,445
3897,63418,54,None,9,459
3898,233010,88,lz4,7,242
3899,140085,3,gzip,7,75
3900,7472,5,lz4,4,30
3901,145823,34,None,6,420
3902,260448,16,lz4,9,42
3903,68333,98,None,6,161
3904,2108,85,None,9,6
3905,84221,41,snappy,9,409
3906,168795,53,snappy,8,217
3907,116569,36,None,8,338
3908,110057,50,snappy,9,189
3909,190145,1,None,1,103
3910,194325,91,gzip,4,11
3911,148452,94,lz4,8,332
3912,107459,17,lz4,6,416
3913,140286,84,lz4,10,39
3914,24241,84,None,1,57
3915,55785,88,snappy,9,417
3916,143199,53,gzip,2,13
3917,166967,37,None,2,303
3918,87542,11,snappy,8,90
3919,18932,58,gzip,2,292
3920,47822,88,None,6,5
3921,229875,45,None,7,77
3922,110202,32,snappy,10,485
3923,134350,94,gzip,2,367
3924,200922,5,gzip,2,176
3925,161554,87,snappy,1,11
3926,250773,9,snappy,2,326
3927,134897,38,snappy,7,148
3928,168625,96,None,9,343
3929,128052,49,None,1,102
3930,58253,83,None,6,315
3931,255699,7,gzip,8,381
3932,80184,100,lz4,10,3
3933,11597,8,lz4,4,84
3934,104705,2,gzip,10,233
3935,227593,27,snappy,5,219
3936,210977,35,snappy,7,457
3937,164551,15,None,3,336
3938,146374,8,lz4,3,128
3939,37148,93,snappy,4,25
3940,15912,82,gzip,3,145
3941,257152,58,gzip,2,111
3942,12064,68,snappy,4,231
3943,202975,27,None,8,429
3944,251546,24,snappy,2,87
3945,49051,71,snappy,10,314
3946,183961,32,lz4,3,401
3947,96660,53,None,3,250
3948,191151,92,lz4,9,143
3949,51534,4,None,10,161
3950,193165,56,lz4,2,220
3951,113217,47,None,3,446
3952,130988,67,snappy,4,384
3953,4702,9,gzip,7,167
3954,157314,67,gzip,9,300
3955,110221,85,gzip,1,207
3956,252500,94,snappy,1,102
3957,81839,58,snappy,5,413
3958,153480,42,snappy,6,64
3959,136499,14,lz4,9,57
3960,192724,15,snappy,2,135
3961,37811,90,lz4,4,53
3962,185891,8,snappy,9,458
3963,41906,64,gzip,8,298
3964,66402,52,gzip,10,250
3965,85597,20,None,10,427
3966,122465,29,gzip,2,182
3967,98057,92,snappy,5,259
3968,83914,39,lz4,5,215
3969,57396,88,gzip,1,351
3970,35838,65,snappy,6,160
3971,14237,94,lz4,5,377
3972,174321,49,gzip,4,10
3973,238904,89,lz4,6,337
3974,68192,69,snappy,1,175
3975,60405,7,gzip,2,418
3976,159126,93,None,6,407
3977,247004,27,lz4,7,469
3978,188536,52,snappy,1,451
3979,211059,24,None,2,9
3980,228978,83,gzip,10,148
3981,91681,77,snappy,9,491
3982,220643,16,lz4,10,120
3983,15350,62,lz4,9,28
3984,93004,19,None,3,238
3985,30606,79,lz4,3,469
3986,77152,19,None,7,92
3987,39363,68,lz4,4,426
3988,142670,25,None,3,287
3989,173404,21,lz4,1,139
3990,2326,67,gzip,4,473
3991,252096,18,None,3,361
3992,131874,22,snappy,5,103
3993,183563,26,lz4,5,363
3994,52848,62,gzip,4,354
3995,154825,53,lz4,8,338
3996,26752,96,None,2,277
3997,179178,73,None,1,337
3998,196338,26,snappy,1,152
3999,202026,69,snappy,5,422
4000,65316,71,lz4,1,196
4001,103754,55,snappy,5,453
4002,65553,20,lz4,7,207
4003,136562,40,snappy,4,385
4004,24077,50,None,10,286
4005,112870,57,gzip,1,170
4006,180524,64,None,7,139
4007,186686,27,None,1,479
4008,137360,42,snappy,6,280
4009,123323,94,lz4,6,381
4010,130323,27,snappy,2,60
4011,9388,28,snappy,5,128
4012,57167,52,None,2,465
4013,63511,42,gzip,3,89
4014,167034,3,lz4,7,48
4015,216408,13,lz4,2,76
4016,32616,55,gzip,2,471
4017,163332,12,lz4,4,17
4018,205312,90,lz4,1,421
4019,25676,90,snappy,5,60
4020,160073,1,gzip,8,370
4021,218330,3,lz4,4,452
4022,115502,34,gzip,7,270
4023,239393,26,lz4,1,362
4024,228550,79,snappy,9,161
4025,37183,81,lz4,5,360
4026,126435,47,lz4,4,104
4027,27697,75,None,8,169
4028,121505,24,gzip,5,364
4029,213861,14,None,5,60
4030,184846,42,lz4,10,285
4031,49880,61,snappy,10,40
4032,259299,94,snappy,9,280
4033,129298,20,None,1,222
4034,135168,18,snappy,6,138
4035,70526,77,None,1,240
4036,231948,52,snappy,5,115
4037,108792,98,gzip,6,307
4038,148932,15,gzip,10,429
4039,207522,46,lz4,2,151
4040,72434,9,None,9,215
4041,201117,31,None,1,355
4042,61216,43,gzip,10,229
4043,79139,44,gzip,2,136
4044,208072,22,snappy,2,106
4045,34464,50,snappy,7,272
4046,145261,58,lz4,5,471
4047,257674,96,lz4,3,301
4048,4365,91,gzip,7,343
4049,28544,26,snappy,8,487
4050,46570,99,gzip,7,345
4051,256857,7,gzip,6,166
4052,154061,91,gzip,5,160
4053,172903,33,gzip,5,42
4054,227359,43,gzip,2,285
4055,127180,58,snappy,7,285
4056,173524,56,gzip,7,285
4057,260148,99,lz4,1,72
4058,33659,35,None,10,52
4059,73877,30,lz4,2,304
4060,187827,2,gzip,7,466
4061,113307,58,gzip,1,346
4062,14999,75,gzip,1,450
4063,66510,79,None,1,316
4064,218487,96,lz4,1,179
4065,163140,70,snappy,10,283
4066,60874,78,lz4,5,359
4067,233770,22,gzip,7,92
4068,126678,12,None,6,153
4069,186883,10,lz4,9,76
4070,51399,95,lz4,7,12
4071,6973,14,snappy,2,296
4072,216276,14,None,5,249
4073,117966,98,snappy,1,157
4074,155860,49,lz4,9,226
4075,50771,23,snappy,4,295
4076,47423,42,None,9,439
4077,65222,6,lz4,7,243
4078,198470,9,gzip,8,240
4079,72882,46,snappy,4,234
4080,6676,100,gzip,2,19
4081,211480,75,None,4,9
4082,168755,29,snappy,9,392
4083,224254,62,lz4,10,258
4084,152918,36,lz4,9,65
4085,127893,66,lz4,3,438
4086,240510,80,gzip,6,97
4087,90754,38,None,10,435
4088,174925,95,snappy,2,433
4089,63884,27,snappy,2,351
4090,225554,14,snappy,3,218
4091,169735,64,gzip,5,265
4092,175744,99,None,5,370
4093,642,85,None,2,440
4094,51601,43,snappy,3,192
4095,134391,36,None,7,235
4096,254247,57,None,4,311
4097,34118,6,lz4,8,495
4098,124557,45,gzip,2,431
4099,31374,63,gzip,2,372
4100,149376,87,None,3,498
4101,63760,47,None,6,479
4102,215355,14,None,4,30
4103,228881,15,gzip,10,227
4104,147110,2,None,7,341
4105,226437,37,gzip,5,493
4106,17896,59,snappy,6,368
4107,163915,79,snappy,5,142
4108,159632,16,gzip,3,70
4109,117906,59,None,3,412
4110,5139,1,snappy,9,315
4111,223189,15,lz4,10,26
4112,256663,51,gzip,2,233
4113,123946,25,lz4,1,4
4114,36689,1,gzip,2,429
4115,25888,21,lz4,9,29
4116,174589,37,lz4,8,422
4117,151713,42,lz4,1,434
4118,229668,96,gzip,10,384
4119,22472,33,None,4,490
4120,113280,14,None,9,47
4121,242709,85,None,5,334
4122,73347,46,gzip,5,100
4123,79062,69,snappy,6,200
4124,132497,31,gzip,9,148
4125,233590,51,None,10,31
4126,135009,56,snappy,3,125
4127,138700,6,snappy,9,152
4128,93464,84,None,2,450
4129,148052,36,snappy,3,178
4130,224146,100,lz4,7,224
4131,198158,95,snappy,4,457
4132,56,31,None,4,306
4133,91247,90,None,3,96
4134,255860,80,None,5,290
4135,33411,40,None,4,214
4136,30726,82,None,7,287
4137,256080,3,lz4,2,361
4138,93613,67,None,9,244
4139,254560,22,lz4,5,419
4140,234270,89,None,2,168
4141,69455,47,snappy,1,107
4142,75779,48,snappy,1,272
4143,32146,69,None,5,4
4144,61930,66,None,10,32
4145,93961,94,None,1,104
4146,7383,28,None,2,480
4147,196615,50,gzip,6,221
4148,69472,71,None,4,382
4149,71819,79,gzip,2,441
4150,177245,37,snappy,4,95
4151,169198,16,None,7,21
4152,38155,48,gzip,5,450
4153,80047,64,snappy,6,413
4154,108401,24,gzip,10,372
4155,111293,57,snappy,10,184
4156,170132,8,snappy,6,357
4157,53207,96,None,1,251
4158,153959,42,lz4,7,105
4159,254885,70,snappy,7,247
4160,18898,65,gzip,3,89
4161,244420,87,gzip,9,366
4162,55057,46,snappy,1,392
4163,51692,96,snappy,10,133
4164,81865,18,gzip,2,492
4165,224321,99,snappy,9,70
4166,81141,31,gzip,7,170
4167,63149,64,None,7,191
4168,62662,39,lz4,7,30
4169,1904,47,None,6,335
4170,143997,74,None,9,374
4171,225289,1,snappy,8,45
4172,184918,89,lz4,5,406
4173,171759,89,snappy,9,208
4174,86640,18,snappy,5,434
4175,229097,72,None,8,155
4176,122189,94,lz4,5,154
4177,193203,55,gzip,5,324
4178,143512,13,None,10,61
4179,213265,38,lz4,10,459
4180,241036,72,snappy,3,71
4181,74476,70,lz4,2,314
4182,19287,17,gzip,2,214
4183,225965,8,gzip,7,477
4184,215682,12,gzip,2,126
4185,255941,69,snappy,4,301
4186,212145,55,snappy,6,385
4187,112305,66,gzip,9,302
4188,153792,99,lz4,1,485
4189,157508,19,gzip,8,362
4190,144202,73,None,3,335
4191,229944,78,None,9,305
4192,187267,9,gzip,1,218
4193,227603,25,None,8,466
4194,25010,26,None,2,151
4195,10350,39,gzip,1,487
4196,64755,99,gzip,5,73
4197,208006,77,None,4,444
4198,73996,8,snappy,8,98
4199,197352,51,lz4,4,354
4200,113362,75,lz4,4,190
4201,32702,86,None,6,430
4202,21849,60,None,3,305
4203,184012,40,None,7,255
4204,185075,46,lz4,9,424
4205,253057,89,gzip,3,120
4206,173154,87,None,5,206
4207,97340,29,gzip,1,216
4208,158762,65,None,8,476
4209,25521,59,snappy,2,328
4210,167579,13,gzip,9,79
4211,244924,51,snappy,10,20
4212,236431,27,snappy,4,459
4213,205818,59,lz4,3,456
4214,136124,93,lz4,1,63
4215,260632,74,snappy,4,127
4216,130098,57,lz4,5,66
4217,85808,59,lz4,7,80
4218,166411,40,snappy,10,440
4219,202521,83,snappy,4,64
4220,255245,54,snappy,6,118
4221,67326,80,lz4,1,220
4222,141827,4,None,1,347
4223,167385,40,snappy,1,259
4224,24506,73,None,8,340
4225,186096,5,None,1,183
4226,176757,28,gzip,2,192
4227,33454,6,gzip,1,4
4228,141563,35,None,3,359
4229,119347,24,gzip,5,307
4230,84277,94,snappy,10,392
4231,121715,61,lz4,10,90
4232,207417,71,gzip,3,190
4233,2487,43,snappy,4,419
4234,16366,9,gzip,10,309
4235,79330,34,lz4,9,311
4236,121202,52,gzip,5,255
4237,74655,28,None,1,457
4238,12899,63,lz4,1,75
4239,16628,100,lz4,1,442
4240,45943,56,None,3,274
4241,125559,3,None,5,29
4242,94485,90,gzip,10,250
4243,243663,73,None,9,277
4244,154294,37,gzip,1,449
4245,32252,4,snappy,3,399
4246,30951,74,snappy,1,74
4247,255390,35,lz4,4,497
4248,109699,100,snappy,7,381
4249,60840,83,lz4,5,283
4250,61124,52,gzip,4,330
4251,32798,49,None,8,190
4252,138522,88,None,6,271
4253,191995,90,lz4,1,49
4254,111445,55,snappy,9,114
4255,16039,18,None,10,252
4256,167771,90,None,1,135
4257,214530,48,lz4,4,282
4258,165069,13,None,7,143
4259,47080,20,snappy,7,443
4260,72571,36,snappy,2,159
4261,163817,8,None,6,346
4262,190170,10,gzip,6,277
4263,78395,19,gzip,1,432
4264,42726,4,lz4,2,336
4265,242659,43,snappy,8,252
4266,202367,45,snappy,10,342
4267,249132,50,lz4,3,37
4268,134519,2,snappy,4,38
4269,237885,33,snappy,3,151
4270,209133,84,None,8,152
4271,41119,26,None,1,365
4272,186487,67,None,7,231
4273,30638,7,snappy,7,465
4274,245522,60,gzip,9,465
4275,42084,42,lz4,2,210
4276,90275,16,None,8,418
4277,183771,52,snappy,2,223
4278,140638,15,gzip,4,237
4279,96356,70,lz4,2,149
4280,4204,78,None,1,476
4281,29880,53,None,1,420
4282,130138,35,lz4,5,447
4283,1208,91,snappy,2,417
4284,143965,90,snappy,2,368
4285,25109,6,lz4,1,232
4286,174228,64,gzip,3,389
4287,24841,66,None,7,29
4288,49819,57,None,6,430
4289,105995,20,None,4,486
4290,182162,78,lz4,8,9
4291,256395,86,snappy,2,76
4292,90106,16,None,8,431
4293,80314,35,None,5,444
4294,85680,20,gzip,7,473
4295,80920,34,None,3,467
4296,195599,36,None,5,88
4297,101108,23,lz4,5,1
4298,9243,78,lz4,3,248
4299,2157,70,gzip,4,121
4300,236123,13,gzip,8,210
4301,60661,48,gzip,10,263
4302,239362,27,lz4,2,406
4303,214200,75,lz4,7,346
4304,130514,47,lz4,9,142
4305,131745,52,snappy,6,40
4306,247819,41,None,8,145
4307,40253,73,None,9,321
4308,121084,14,lz4,8,353
4309,255800,71,gzip,6,367
4310,165605,91,snappy,2,284
4311,133154,94,lz4,5,118
4312,38623,53,None,2,44
4313,249217,25,None,9,243
4314,63954,13,snappy,1,426
4315,132900,79,gzip,4,474
4316,78078,84,snappy,6,391
4317,42597,73,None,9,344
4318,250244,8,snappy,4,8
4319,35426,34,lz4,7,245
4320,189608,74,snappy,10,172
4321,115367,69,gzip,5,83
4322,202228,41,gzip,2,131
4323,195017,16,None,1,409
4324,177661,85,gzip,9,405
4325,258518,63,gzip,2,36
4326,52929,42,gzip,9,422
4327,237763,76,lz4,7,174
4328,230441,65,gzip,2,410
4329,120216,74,gzip,1,422
4330,89421,64,snappy,8,51
4331,195205,97,None,5,263
4332,87076,98,snappy,5,476
4333,3683,71,lz4,2,453
4334,153681,95,lz4,7,332
4335,176450,30,lz4,3,247
4336,170266,59,gzip,5,165
4337,125943,58,snappy,2,148
4338,17337,45,gzip,3,199
4339,244007,87,None,7,36
4340,221654,41,lz4,1,143
4341,203396,41,None,5,376
4342,215062,16,None,3,235
4343,151288,75,gzip,1,282
4344,27147,85,snappy,6,134
4345,122504,91,gzip,10,197
4346,98610,53,snappy,10,479
4347,91330,7,lz4,6,74
4348,24572,34,None,5,248
4349,22690,10,lz4,4,345
4350,125332,27,gzip,4,161
4351,12717,8,lz4,5,80
4352,133681,81,lz4,8,114
4353,234187,73,lz4,7,425
4354,216968,74,None,2,165
4355,54466,38,lz4,1,2
4356,72527,7,lz4,6,77
4357,111050,41,None,10,159
4358,19721,59,lz4,10,497
4359,179956,17,snappy,1,277
4360,126897,44,snappy,9,182
4361,199210,61,gzip,2,335
4362,218266,17,lz4,3,226
4363,38349,82,gzip,4,437
4364,9907,87,gzip,9,4
4365,21289,40,gzip,6,316
4366,40113,8,snappy,6,474
4367,243279,29,None,8,160
4368,73280,81,gzip,9,239
4369,7936,17,lz4,1,130
4370,227509,43,snappy,10,496
4371,207738,46,lz4,5,362
4372,227873,64,None,4,116
4373,44785,69,None,4,399
4374,76051,83,None,8,279
4375,141901,50,gzip,8,6
4376,238558,13,snappy,6,235
4377,65396,78,None,8,314
4378,78512,77,gzip,8,137
4379,109977,3,gzip,9,87
4380,76437,48,None,6,438
4381,147811,90,lz4,8,147
4382,95889,98,None,7,365
4383,150194,78,snappy,2,462
4384,66627,21,None,2,82
4385,62387,1,snappy,8,276
4386,126512,50,gzip,7,33
4387,109648,36,None,6,326
4388,191610,25,snappy,3,52
4389,24484,84,lz4,7,315
4390,236805,16,lz4,2,327
4391,47260,91,lz4,2,342
4392,145669,81,lz4,1,172
4393,66578,13,gzip,2,144
4394,41960,19,None,7,160
4395,172709,74,snappy,10,178
4396,122625,70,snappy,1,166
4397,145079,89,lz4,10,172
4398,196977,78,gzip,7,65
4399,132830,43,gzip,1,410
4400,113406,44,snappy,7,408
4401,39548,15,lz4,3,267
4402,182209,91,gzip,6,229
4403,196383,28,gzip,1,390
4404,235320,76,lz4,6,90
4405,180268,25,lz4,8,403
4406,147927,13,None,6,451
4407,72504,82,snappy,3,353
4408,209186,13,gzip,7,322
4409,142832,64,snappy,2,105
4410,5344,17,snappy,4,269
4411,186002,90,lz4,6,265
4412,260240,21,gzip,5,121
4413,234990,5,gzip,10,92
4414,220500,90,gzip,6,140
4415,127743,66,None,4,214
4416,27331,40,snappy,8,248
4417,60923,72,gzip,4,32
4418,141024,69,gzip,5,378
4419,210302,1,None,5,369
4420,122666,77,lz4,7,427
4421,133783,69,lz4,10,289
4422,134189,58,lz4,3,408
4423,25992,87,lz4,2,369
4424,142316,68,None,4,217
4425,118696,38,None,5,441
4426,153644,97,lz4,3,324
4427,162796,34,gzip,3,303
4428,128234,36,snappy,7,346
4429,137636,89,snappy,1,349
4430,216184,67,lz4,8,156
4431,136275,62,None,3,394
4432,209838,22,lz4,2,404
4433,66265,89,gzip,6,402
4434,63190,60,gzip,8,392
4435,261219,55,gzip,4,373
4436,120873,20,snappy,7,43
4437,238155,23,gzip,6,74
4438,6628,10,gzip,7,162
4439,124466,84,gzip,5,88
4440,26844,76,gzip,10,430
4441,140819,63,None,9,159
4442,228012,70,gzip,7,240
4443,228232,30,lz4,9,19
4444,224545,76,gzip,2,258
4445,203867,12,lz4,3,150
4446,44452,53,None,9,375
4447,239843,69,snappy,10,229
4448,107002,61,snappy,5,188
4449,129743,97,snappy,3,393
4450,103583,8,lz4,4,49
4451,213504,86,gzip,5,323
4452,6231,28,None,1,425
4453,156091,97,None,2,454
4454,231930,57,gzip,7,424
4455,934,95,lz4,8,267
4456,152354,10,lz4,1,154
4457,57067,33,snappy,3,266
4458,162637,89,None,10,96
4459,79188,26,snappy,5,444
4460,22715,69,snappy,3,293
4461,59302,43,lz4,3,281
4462,195180,62,gzip,3,62
4463,7085,81,None,1,81
4464,10674,17,None,8,52
4465,146508,49,snappy,2,92
4466,80832,93,snappy,7,44
4467,1990,76,gzip,1,174
4468,64006,49,None,4,492
4469,120977,88,gzip,2,27
4470,157276,31,gzip,9,18
4471,160614,60,gzip,7,260
4472,22558,13,gzip,2,364
4473,194652,5,gzip,6,36
4474,87127,6,None,5,52
4475,144259,98,snappy,7,333
4476,78065,31,snappy,2,87
4477,258,13,gzip,8,493
4478,29802,41,lz4,1,417
4479,95589,85,lz4,5,279
4480,100530,86,lz4,7,244
4481,8113,59,snappy,2,181
4482,222001,92,gzip,1,83
4483,136395,25,gzip,10,37
4484,251620,82,None,1,306
4485,13361,43,lz4,3,121
4486,31007,25,gzip,4,178
4487,46252,71,gzip,9,485
4488,162931,2,snappy,10,332
4489,151054,5,gzip,2,320
4490,48820,16,gzip,5,186
4491,151446,43,lz4,6,208
4492,113651,17,lz4,6,55
4493,242496,99,gzip,5,55
4494,40822,66,snappy,6,336
4495,249285,74,lz4,5,94
4496,105853,32,gzip,10,432
4497,110422,44,snappy,7,453
4498,119222,84,gzip,2,373
4499,60809,12,snappy,3,352
4500,14946,68,lz4,4,243
4501,200496,91,lz4,10,110
4502,17288,87,lz4,9,83
4503,52887,23,gzip,9,244
4504,24053,79,None,2,4
4505,176833,19,lz4,8,362
4506,239552,25,lz4,1,257
4507,108338,53,snappy,4,460
4508,60568,32,None,4,472
4509,191792,34,snappy,5,399
4510,146264,46,lz4,6,307
4511,82235,47,snappy,10,318
4512,56789,58,None,10,396
4513,2755,95,snappy,9,278
4514,167652,30,gzip,1,390
4515,179424,38,gzip,7,35
4516,5770,38,snappy,8,474
4517,197154,52,gzip,6,404
4518,224659,95,None,10,424
4519,130432,59,None,8,500
4520,259239,25,snappy,4,26
4521,65437,93,gzip,2,398
4522,194076,13,gzip,9,151
4523,112609,36,None,8,240
4524,251809,57,gzip,7,455
4525,219312,55,None,6,122
4526,38081,14,gzip,9,489
4527,28121,65,lz4,8,246
4528,48195,48,None,9,281
4529,120113,7,None,3,116
4530,131236,46,gzip,10,495
4531,165125,2,gzip,2,372
4532,152588,33,gzip,10,181
4533,258180,35,snappy,4,33
4534,35390,97,gzip,4,397
4535,204111,87,snappy,2,439
4536,122897,38,gzip,5,131
4537,163275,46,lz4,8,257
4538,141632,90,snappy,2,228
4539,97457,18,lz4,10,356
4540,10832,41,gzip,2,165
4541,244224,6,snappy,9,232
4542,28605,53,snappy,8,63
4543,154692,16,gzip,2,441
4544,139662,68,None,6,117
4545,220015,93,gzip,9,111
4546,250579,52,gzip,4,439
4547,140516,30,snappy,7,249
4548,126515,30,None,4,138
4549,169398,84,snappy,7,425
4550,1624,21,None,9,55
4551,8222,54,snappy,8,323
4552,172238,10,gzip,8,226
4553,101438,17,snappy,8,459
4554,260357,83,lz4,8,138
4555,219676,7,snappy,2,1
4556,258775,98,None,6,158
4557,234850,87,None,7,440
4558,71450,32,gzip,9,89
4559,177963,93,None,4,333
4560,57804,44,snappy,10,186
4561,209983,94,snappy,1,68
